length_url,length_hostname,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,has_ip,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,status
64,17,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.34375,0.0,0,0,0,0,0,1,0,0,0,,phishing
36,28,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.25,0.32142857142857145,0,0,0,0,1,3,0,0,1,,phishing
61,14,2,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,html,phishing
66,17,2,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.21212121212121213,0.0,0,0,0,0,0,1,0,0,0,,legitimate
35,26,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
113,24,5,0,0,0,0,0,1,2,0,0,10,0,1,0,0,0,0,1,2,1,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,html,phishing
41,34,2,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,,legitimate
23,12,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,,legitimate
31,24,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,,legitimate
84,30,2,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,php,phishing
29,17,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,phishing
98,26,2,2,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,1,0,0,0,0.29591836734693877,0.0,0,0,0,0,0,1,1,0,0,,phishing
15,8,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,legitimate
65,22,2,0,0,0,0,0,0,4,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
131,27,2,1,0,1,0,0,1,4,0,0,7,0,3,0,0,0,0,0,1,1,0,0,0,0.030534351145038167,0.0,0,0,0,0,0,1,1,0,1,,phishing
50,23,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,,legitimate
51,32,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,phishing
45,11,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,1,0,0,0,0.13333333333333333,0.0,0,0,0,0,0,1,0,0,0,htm,legitimate
159,14,2,0,0,1,1,0,2,0,0,0,8,0,1,0,1,0,0,0,0,1,0,0,0,0.27044025157232704,0.0,0,0,0,0,0,0,0,0,0,php,phishing
44,22,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,0,0,0,0.22727272727272727,0.13636363636363635,0,0,0,0,0,1,0,0,0,,phishing
103,19,3,1,1,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.07766990291262135,0.0,0,0,0,0,0,1,0,0,0,,phishing
46,20,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,2,0,0,0,htm,phishing
45,16,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
51,26,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,1,2,0,0,0,,phishing
38,19,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,php,phishing
81,27,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,0.2839506172839506,0.0,0,0,0,0,0,1,0,0,0,,phishing
112,31,2,10,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,,legitimate
39,16,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,phishing
99,15,2,2,0,0,0,0,0,2,0,0,7,0,1,0,0,0,0,0,1,1,0,0,0,0.08080808080808081,0.0,0,0,0,0,0,1,0,0,0,,phishing
45,27,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
60,35,5,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.03333333333333333,0.05714285714285714,0,0,0,0,1,3,0,0,1,php,phishing
74,19,3,0,0,0,0,0,0,3,0,0,10,0,1,0,0,0,0,0,1,1,0,0,0,0.08108108108108109,0.0,0,0,0,0,0,1,0,0,0,pdf,legitimate
61,18,3,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,html,legitimate
40,32,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0.125,0.15625,0,0,0,0,1,3,0,1,1,,phishing
52,24,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,0,0,0,0.038461538461538464,0.0,0,0,0,0,0,1,0,0,0,html,phishing
88,24,7,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,3,1,0,0,0,0.0,0.0,0,0,1,0,1,2,0,0,1,htm,phishing
74,12,2,0,0,1,0,0,1,0,0,1,4,0,1,0,0,0,0,0,1,1,0,0,0,0.02702702702702703,0.0,0,0,0,0,0,0,0,0,0,aspx,legitimate
46,16,2,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,1,1,0,0,0,0.06521739130434782,0.0,0,0,0,0,0,1,0,0,0,,legitimate
54,17,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,pdf,legitimate
54,21,1,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,,phishing
38,16,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
67,15,2,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
62,13,5,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,htm,phishing
59,17,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,1,0,0,0,0.06779661016949153,0.0,0,0,0,0,0,0,0,0,0,css,phishing
57,38,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.017543859649122806,0.02631578947368421,0,0,0,0,1,2,0,0,0,html,phishing
32,12,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,legitimate
46,25,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,phishing
37,16,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
36,29,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0.027777777777777776,0.034482758620689655,0,0,0,0,0,1,0,0,1,,phishing
52,18,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,1,0,0,0,0.038461538461538464,0.0,0,0,0,0,0,0,0,0,0,php,phishing
32,24,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.25,0.3333333333333333,0,0,0,0,0,1,0,1,1,,phishing
34,11,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,legitimate
27,19,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,1,2,0,0,0,,legitimate
92,22,2,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,0,0.30434782608695654,0.0,0,0,0,0,0,1,0,0,0,,phishing
102,12,2,7,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,1,1,0,0,0,0.058823529411764705,0.0,0,0,0,0,0,1,0,0,0,,legitimate
32,23,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
29,20,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
119,24,4,1,0,1,0,0,0,2,0,0,9,0,1,0,0,0,0,0,1,1,0,0,0,0.008403361344537815,0.0,0,0,0,0,0,1,0,0,0,php,phishing
59,21,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,1,0,0,0,0.06779661016949153,0.0,0,0,0,0,0,1,0,0,0,,legitimate
54,19,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,php,legitimate
151,10,3,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0,0.271523178807947,0.0,0,0,1,0,0,0,0,0,0,html,phishing
84,25,3,5,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,0.03571428571428571,0.0,0,0,0,0,0,1,0,0,0,html,legitimate
55,10,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,php,phishing
18,9,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,legitimate
39,16,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
28,19,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,,legitimate
32,16,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,html,legitimate
16,9,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,legitimate
23,12,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,phishing
29,21,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,1,2,0,0,0,,legitimate
29,20,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,phishing
41,15,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
22,6,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0.18181818181818182,0.0,0,0,0,0,0,0,0,0,1,,phishing
52,14,3,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,1,1,1,0,0,0,0.038461538461538464,0.0,0,0,0,0,0,1,0,0,0,html,phishing
38,20,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,1,0,0,0,0.02631578947368421,0.0,0,0,0,0,0,1,0,0,0,/db/box/,phishing
30,21,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,1,2,0,0,0,,legitimate
76,50,4,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,1,0,0,0,0.10526315789473684,0.0,0,0,0,0,1,3,1,0,0,,phishing
430,13,24,0,1,2,9,0,10,18,0,0,21,0,5,0,9,0,0,1,0,5,0,0,1,0.03953488372093023,0.7692307692307693,0,0,0,0,1,2,0,0,0,,phishing
37,19,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,,legitimate
73,23,3,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.0684931506849315,0.0,0,0,0,0,0,1,0,0,0,html,legitimate
56,15,2,0,0,0,0,0,0,0,0,3,5,0,1,0,0,0,0,1,0,1,0,0,0,0.10714285714285714,0.0,0,0,0,0,0,1,0,0,0,,phishing
70,13,1,7,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,legitimate
70,20,3,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,html,phishing
52,19,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,0.07692307692307693,0.0,0,0,0,0,0,1,0,0,0,,legitimate
31,22,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,,legitimate
90,19,4,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,2,2,1,0,0,0,0.24444444444444444,0.0,0,0,1,0,0,1,0,0,1,com/1223/e7728ac72ee30a7cca85feca45595c67,phishing
45,15,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0.15555555555555556,0.0,0,0,0,0,0,1,0,0,0,nsf/ruwiki/1425594,legitimate
55,20,3,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,1,1,0,0,0,0.03636363636363636,0.05,0,0,0,0,0,1,0,0,0,html,legitimate
65,12,3,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,1,0,0,0,0.07692307692307693,0.16666666666666666,0,0,0,0,0,1,0,0,0,fr/service-mobile-pass/ac451/,phishing
41,33,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.07317073170731707,0.09090909090909091,0,0,0,0,0,1,1,0,0,,phishing
71,25,2,1,0,1,0,0,1,1,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.16901408450704225,0.0,0,0,0,0,0,0,1,0,0,php,phishing
83,16,2,0,0,1,0,0,1,0,0,0,7,0,1,0,0,0,0,0,1,1,0,0,0,0.07228915662650602,0.0,0,0,0,0,0,1,0,0,0,,phishing
73,18,1,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,1,0,0,0,0.3424657534246575,0.0,0,0,0,0,0,0,0,0,0,,phishing
44,30,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.20454545454545456,0.1,0,0,0,0,0,1,1,1,0,,phishing
114,16,4,1,0,1,0,0,1,0,0,0,8,0,2,0,0,0,0,1,1,2,0,0,0,0.05263157894736842,0.0,0,0,0,0,0,1,0,0,0,,phishing
127,50,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,2,1,0,0,0,0.15748031496062992,0.0,0,0,0,0,1,3,1,0,0,,phishing
99,20,4,0,1,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.0707070707070707,0.0,0,0,0,0,0,1,0,0,0,,phishing
56,20,2,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,,phishing
51,17,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,aspx,legitimate
51,14,5,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,1,0,0,0,0.0,0.0,0,0,1,0,0,1,0,0,0,php,phishing
40,24,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,,legitimate
33,14,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,1,2,0,0,0,,phishing
88,20,2,5,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
122,18,2,0,0,0,0,0,0,13,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,0.04918032786885246,0.0,0,0,0,0,0,1,0,0,0,,legitimate
53,20,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,htm,legitimate
46,37,6,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0.08695652173913043,0.10810810810810811,0,0,0,0,1,5,1,0,0,,phishing
36,29,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,,phishing
31,23,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
48,16,2,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
101,6,2,0,0,1,2,0,3,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,php,phishing
41,19,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,pdf,legitimate
43,35,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.09302325581395349,0.11428571428571428,0,0,0,0,1,3,0,0,0,,phishing
15,8,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,legitimate
42,10,3,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0.07142857142857142,0.0,0,0,0,0,0,1,0,0,0,html,legitimate
51,15,1,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,legitimate
48,27,3,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,html,phishing
49,19,1,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,legitimate
25,13,1,1,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,,phishing
49,15,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,0.02040816326530612,0.0,0,0,0,0,0,1,0,0,1,,legitimate
48,25,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.020833333333333332,0.0,0,0,0,0,0,1,0,0,0,htm,legitimate
108,25,4,1,1,1,0,0,0,0,0,1,6,0,1,0,0,0,0,1,2,1,0,0,0,0.037037037037037035,0.0,0,0,0,0,0,1,0,0,0,php,phishing
39,20,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,html,phishing
80,20,4,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,1,2,0,0,0,pdf,legitimate
36,17,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
28,19,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,,legitimate
33,14,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0.06060606060606061,0.0,0,0,0,0,0,1,0,0,0,,phishing
23,14,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,1,2,0,0,1,,legitimate
77,18,2,5,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
